Count,Name,Edition,Condition,Language,Foil,Collector Number,Alter,Proxy,Purchase Price
1,Darkbore Pathway,KHM,NM,en,,292,FALSE,FALSE,
1,Darklit Gargoyle,CON,NM,en,,7,FALSE,FALSE,
1,Darksteel Brute,DST,NM,en,,108,FALSE,FALSE,
1,Darksteel Plate,2X2,NM,en,,304,FALSE,FALSE,
1,Darksteel Sentinel,SOM,NM,en,,152,FALSE,FALSE,
1,Darling of the Masses,SNC,NM,en,,181,FALSE,FALSE,
1,Dauntless Dismantler,LCI,NM,en,,8,FALSE,FALSE,
1,Day of Destiny,DMC,NM,en,,99,FALSE,FALSE,
1,Deadly Derision,MOM,NM,en,,99,FALSE,FALSE,
1,Deadly Dispute,BLC,NM,en,,181,FALSE,FALSE,
1,Deadly Recluse,M13,NM,en,,165,FALSE,FALSE,
2,Deadly Riposte,BRO,NM,en,,5,FALSE,FALSE,
1,Deadly Riposte,BRO,NM,en,foil,5,FALSE,FALSE,
1,Deafening Silence,ELD,NM,en,,10,FALSE,FALSE,
1,Deafening Silence,ELD,NM,en,foil,10,FALSE,FALSE,
1,Death's Presence,40K,NM,en,,212,FALSE,FALSE,
1,Deathbloom Ritualist,BRO,NM,en,,208,FALSE,FALSE,
2,Deathcap Glade,VOW,NM,en,,281,FALSE,FALSE,
2,Deathgreeter,ALA,NM,en,,71,FALSE,FALSE,
1,"Deathleaper, Terror Weapon",40K,NM,en,,115,FALSE,FALSE,
1,Deathless Knight,ELD,NM,en,,208,FALSE,FALSE,
1,Decadent Dragon,WOE,NM,en,,223,FALSE,FALSE,
1,Decimate,DMR,NM,en,,356,FALSE,FALSE,
1,Decimate,NEC,NM,en,,137,FALSE,FALSE,
1,Decimator Web,MBS,NM,en,,105,FALSE,FALSE,
2,Deconstruction Hammer,LCI,NM,en,,9,FALSE,FALSE,
1,Decree of Pain,BLC,NM,en,,182,FALSE,FALSE,
1,Deep Analysis,DMR,NM,en,,46,FALSE,FALSE,
1,Deep Forest Hermit,BLC,NM,en,,213,FALSE,FALSE,
1,Deep Forest Hermit,MH1,NM,en,,161,FALSE,FALSE,
1,Deep Goblin Skulltaker,LCI,NM,en,,101,FALSE,FALSE,
1,Deep-Cavern Bat,LCI,NM,en,foil,102,FALSE,FALSE,
1,Deepglow Skate,SLD,NM,en,,1093,FALSE,FALSE,
1,Deepwood Denizen,MH2,NM,en,,155,FALSE,FALSE,
2,Defabricate,BRO,NM,en,,45,FALSE,FALSE,
3,Defensive Stance,NPH,NM,en,,34,FALSE,FALSE,
1,Delver of Secrets,ISD,NM,en,,51,FALSE,FALSE,
1,Dementia Bat,NPH,NM,en,,55,FALSE,FALSE,
5,Demolition Field,BRO,NM,en,,260,FALSE,FALSE,
2,Demon's Horn,M10,NM,en,,209,FALSE,FALSE,
1,"Denethor, Ruling Steward",LTR,NM,en,,198,FALSE,FALSE,
1,Depth Charge Colossus,BRO,NM,en,,78,FALSE,FALSE,
1,Deranged Hermit,UL,NM,en,,101,FALSE,FALSE,
1,Descendants' Path,LCC,NM,en,,238,FALSE,FALSE,
2,Deserted Beach,MID,NM,en,,281,FALSE,FALSE,
4,Destructive Tampering,GN2,NM,en,,38,FALSE,FALSE,
2,Desynchronize,BRO,NM,en,,46,FALSE,FALSE,
1,Devouring Swarm,J22,NM,en,,401,FALSE,FALSE,
1,Diabolic Intent,BRO,NM,en,,89,FALSE,FALSE,
1,Diabolic Tutor,M11,NM,en,,93,FALSE,FALSE,
1,"Dihada, Binder of Wills",DMC,NM,en,foil,1,FALSE,FALSE,
4,Diminisher Witch,WOE,NM,en,,46,FALSE,FALSE,
1,Dimir Signet,RAV,NM,en,,260,FALSE,FALSE,
1,Dinotomaton,LCI,NM,en,,144,FALSE,FALSE,
3,Discerning Financier,WOE,NM,en,,10,FALSE,FALSE,
1,Disciples of Gix,BRO,NM,en,foil,90,FALSE,FALSE,
1,Disdainful Stroke,WOE,NM,en,,47,FALSE,FALSE,
3,Disenchant,ZNR,NM,en,,10,FALSE,FALSE,
3,Disentomb,M10,NM,en,,92,FALSE,FALSE,
2,Disorient,M10,NM,en,,48,FALSE,FALSE,
4,Dispel,BFZ,NM,en,,76,FALSE,FALSE,
1,Dispersal Shield,SCG,NM,en,,33,FALSE,FALSE,
1,Disperse,SOM,NM,en,,31,FALSE,FALSE,
1,Distinguished Conjurer,J22,NM,en,,4,FALSE,FALSE,
1,Disturbing Plot,SHM,NM,en,,64,FALSE,FALSE,
2,Divination,M10,NM,en,,49,FALSE,FALSE,
4,Divine Gambit,STA,NM,en,,4,FALSE,FALSE,
1,Divine Sacrament,DMR,NM,en,,5,FALSE,FALSE,
1,Dodecapod,DMR,NM,en,,220,FALSE,FALSE,
1,Dokuchi Shadow-Walker,NEO,NM,en,,94,FALSE,FALSE,
1,Dokuchi Silencer,NEO,NM,en,,95,FALSE,FALSE,
1,Dominate,C15,NM,en,,92,FALSE,FALSE,
1,Doom Blade,M11,NM,en,,95,FALSE,FALSE,
1,Doomed Traveler,PLIST,NM,en,,283,FALSE,FALSE,
1,Door to Nothingness,BRR,NM,en,,14,FALSE,FALSE,
1,Double Negative,ARB,NM,en,,87,FALSE,FALSE,
1,Doubling Season,CMM,NM,en,,283,FALSE,FALSE,
1,Dragon Engine,DMR,NM,en,,222,FALSE,FALSE,
2,Dragon Fodder,ALA,NM,en,,97,FALSE,FALSE,
1,Dragon Wings,SCG,NM,en,,34,FALSE,FALSE,
1,Dragon's Claw,M10,NM,en,,210,FALSE,FALSE,
2,Dragonfly Suit,NEO,NM,en,,9,FALSE,FALSE,
1,Dragonskull Summit,DMC,NM,en,,207,FALSE,FALSE,
1,Dramatist's Puppet,NEO,NM,en,,244,FALSE,FALSE,
1,"Drana, Liberator of Malakir",DMC,NM,en,,111,FALSE,FALSE,
1,Drastic Revelation,ARB,NM,en,,111,FALSE,FALSE,
1,Dread Shade,DOM,NM,en,,88,FALSE,FALSE,
1,Dread Warlock,M10,NM,en,,94,FALSE,FALSE,
1,Dreadful as the Storm,LTR,NM,en,,48,FALSE,FALSE,
1,Dreamdew Entrancer,BLB,NM,en,,365,FALSE,FALSE,
2,Dreamroot Cascade,VOW,NM,en,,282,FALSE,FALSE,
1,Dredging Claw,BRO,NM,en,,119,FALSE,FALSE,
1,Dreg Reaver,ALA,NM,en,,73,FALSE,FALSE,
2,Dregscape Zombie,ALA,NM,en,,74,FALSE,FALSE,
1,Drey Keeper,MH2,NM,en,,194,FALSE,FALSE,
1,Drift of Phantasms,RAV,NM,en,,46,FALSE,FALSE,
1,Dross Skullbomb,ONE,NM,en,,225,FALSE,FALSE,
1,Drowner Initiate,SHM,NM,en,,36,FALSE,FALSE,
4,Druid of the Cowl,AER,NM,en,,106,FALSE,FALSE,
1,Druid's Call,OD,NM,en,,239,FALSE,FALSE,
1,Due Respect,NPH,NM,en,,8,FALSE,FALSE,
2,Duelist of Deep Faith,ONE,NM,en,,9,FALSE,FALSE,
2,Dune Mover,ONE,NM,en,,226,FALSE,FALSE,
1,Dunland Crebain,LTR,NM,en,,411,FALSE,FALSE,
1,Dunland Crebain,LTR,NM,en,,82,FALSE,FALSE,
1,Durable Coilbug,J22,NM,en,,408,FALSE,FALSE,
1,Duress,M11,NM,en,,96,FALSE,FALSE,
4,Duress,M14,NM,en,,97,FALSE,FALSE,
1,Duress,ONE,NM,en,,92,FALSE,FALSE,
1,Duress,ONE,NM,en,foil,92,FALSE,FALSE,
1,"Dustin, Gadget Genius",SLD,NM,en,foil,342,FALSE,FALSE,
2,Dutiful Griffin,WOE,NM,en,,11,FALSE,FALSE,
2,Dwarven Forge-Chanter,BRO,NM,en,,131,FALSE,FALSE,
1,Eastfarthing Farmer,LTR,NM,en,,8,FALSE,FALSE,
1,Eaten Alive,J22,NM,en,,409,FALSE,FALSE,
2,Echo of Dusk,LCI,NM,en,,104,FALSE,FALSE,
1,Edgewall Inn,WOE,NM,en,,255,FALSE,FALSE,
1,Ego Drain,WOE,NM,en,,86,FALSE,FALSE,
1,Eidolon of Blossoms,JOU,NM,en,,122,FALSE,FALSE,
1,Eiganjo Exemplar,NEO,NM,en,,10,FALSE,FALSE,
1,"Eiganjo, Seat of the Empire",NEO,NM,en,,268,FALSE,FALSE,
1,Elemental Mastery,NEC,NM,en,,105,FALSE,FALSE,
1,Elementalist's Palette,C21,NM,en,,76,FALSE,FALSE,
1,"Eleven, the Mage",SLD,NM,en,foil,343,FALSE,FALSE,
2,Elite Vanguard,M11,NM,en,,13,FALSE,FALSE,
1,"Elrond, Lord of Rivendell",LTR,NM,en,,49,FALSE,FALSE,
1,Elusive Otter,WOE,NM,en,,225,FALSE,FALSE,
1,Elusive Otter,WOE,NM,en,foil,225,FALSE,FALSE,
2,Elvish Archivist,WOE,NM,en,,168,FALSE,FALSE,
1,Elvish Spirit Guide,DMR,NM,en,,338,FALSE,FALSE,
1,Elvish Visionary,ALA,NM,en,,130,FALSE,FALSE,
1,Elvish Visionary,M13,NM,en,,169,FALSE,FALSE,
1,Embereth Veteran,WOE,NM,en,,127,FALSE,FALSE,
1,Emerald Charm,DMR,NM,en,,158,FALSE,FALSE,
1,Emergency Weld,BRO,NM,en,,93,FALSE,FALSE,
1,Empty the Warrens,DMR,NM,en,,118,FALSE,FALSE,
2,"Emry, Lurker of the Loch",NEC,NM,en,,91,FALSE,FALSE,
1,Enchantress's Presence,MH2,NM,en,,283,FALSE,FALSE,
1,End-Raze Forerunners,BLC,NM,en,,214,FALSE,FALSE,
1,End-Raze Forerunners,PRM-PRE,NM,en,foil,124,FALSE,FALSE,
1,Enduring Bondwarden,MOM,NM,en,,14,FALSE,FALSE,
1,Enraged Huorn,LTR,NM,en,,162,FALSE,FALSE,
1,Enshrined Memories,BOK,NM,en,,124,FALSE,FALSE,
2,Ent's Fury,LTR,NM,en,,164,FALSE,FALSE,
1,Ent-Draught Basin,LTR,NM,en,,238,FALSE,FALSE,
1,Enthusiastic Mechanaut,NEO,NM,en,,218,FALSE,FALSE,
1,Epic Confrontation,BRO,NM,en,,176,FALSE,FALSE,
1,Epic Downfall,ELD,NM,en,,85,FALSE,FALSE,
1,Era of Enlightenment,NEO,NM,en,,11,FALSE,FALSE,
4,Erebor Flamesmith,LTR,NM,en,,122,FALSE,FALSE,
1,Eriette of the Charmed Apple,WOE,NM,en,,202,FALSE,FALSE,
2,Eriette's Whisper,WOE,NM,en,,88,FALSE,FALSE,
1,Errand-Rider of Gondor,LTR,NM,en,,11,FALSE,FALSE,
1,Escape from Orthanc,LTR,NM,en,,12,FALSE,FALSE,
2,Escaped Experiment,ONE,NM,en,,48,FALSE,FALSE,
1,Esper Sojourners,ARB,NM,en,,107,FALSE,FALSE,
1,Esquire of the King,LTR,NM,en,,13,FALSE,FALSE,
1,Essence Scatter,M10,NM,en,,51,FALSE,FALSE,
1,"Etali, Primal Storm",DMC,NM,en,,121,FALSE,FALSE,
1,Etched Familiar,MOM,NM,en,,101,FALSE,FALSE,
1,Eternal Witness,C15,NM,en,,183,FALSE,FALSE,
1,Etherwrought Page,ARB,NM,en,,108,FALSE,FALSE,
1,Eviscerate,DOM,NM,en,,91,FALSE,FALSE,
1,Evolving Adaptive,ONE,NM,en,,167,FALSE,FALSE,
1,Evolving Wilds,40K,NM,en,,277,FALSE,FALSE,
1,Evolving Wilds,BLC,NM,en,,302,FALSE,FALSE,
1,Evolving Wilds,BRO,NM,en,,261,FALSE,FALSE,
1,Evolving Wilds,DMC,NM,en,,208,FALSE,FALSE,
1,Evolving Wilds,WOE,NM,en,,256,FALSE,FALSE,
2,Excavated Wall,STX,NM,en,,255,FALSE,FALSE,
2,Excavation Explosion,BRO,NM,en,,132,FALSE,FALSE,
1,Exocrine,40K,NM,en,,76,FALSE,FALSE,
1,Exotic Orchard,40K,NM,en,,278,FALSE,FALSE,
1,Exotic Orchard,BLC,NM,en,,131,FALSE,FALSE,
1,Exotic Orchard,NEC,NM,en,,168,FALSE,FALSE,
3,Expand the Sphere,ONE,NM,en,,168,FALSE,FALSE,
1,Expedition Lookout,MOM,NM,en,,56,FALSE,FALSE,
1,Expedition Map,2XM,NM,en,,255,FALSE,FALSE,
1,Expel the Interlopers,WOE,NM,en,,13,FALSE,FALSE,
1,Expel the Interlopers,WOE,NM,en,foil,13,FALSE,FALSE,
1,Experimental Augury,ONE,NM,en,,49,FALSE,FALSE,
1,Experimental Synthesizer,NEO,NM,en,,138,FALSE,FALSE,
1,Explore,40K,NM,en,,213,FALSE,FALSE,
1,Explore,JMP,NM,en,,393,FALSE,FALSE,
1,Explosive Entry,NEO,NM,en,,139,FALSE,FALSE,
1,Exponential Growth,STX,NM,en,,318,FALSE,FALSE,
1,Extinction Event,IKO,NM,en,,88,FALSE,FALSE,
1,Exuberant Fuseling,ONE,NM,en,,129,FALSE,FALSE,
1,Eye of Malcator,ONE,NM,en,,50,FALSE,FALSE,
1,Fabricate,40K,NM,en,,181,FALSE,FALSE,
1,Fabricate,M10,NM,en,,52,FALSE,FALSE,
1,Fact or Fiction,DMR,NM,en,,48,FALSE,FALSE,
1,Fade from History,BRO,NM,en,,345,FALSE,FALSE,
1,Fade from History,BRO,NM,en,,177,FALSE,FALSE,
1,Fade into Antiquity,NEO,NM,en,,182,FALSE,FALSE,
1,Faerie Dreamthief,WOE,NM,en,,89,FALSE,FALSE,
2,Faerie Fencing,WOE,NM,en,,90,FALSE,FALSE,
1,Faith's Fetters,DDC,NM,en,,20,FALSE,FALSE,
1,Faith's Fetters,J22,NM,en,,181,FALSE,FALSE,
1,Faithless Looting,DMC,NM,en,,122,FALSE,FALSE,
1,Fallaji Archaeologist,BRO,NM,en,,48,FALSE,FALSE,
1,Fallaji Chaindancer,BRO,NM,en,,134,FALSE,FALSE,
2,Family Reunion,LCI,NM,en,,13,FALSE,FALSE,
1,Fang of Shigeki,NEO,NM,en,,183,FALSE,FALSE,
1,Farseek,40K,NM,en,,214,FALSE,FALSE,
1,Fatespinner,MRD,NM,en,,36,FALSE,FALSE,
1,Fathom Mage,NCC,NM,en,,339,FALSE,FALSE,
1,Faunsbane Troll,WOE,NM,en,foil,203,FALSE,FALSE,
1,Fear,7E,NM,en,,135,FALSE,FALSE,
1,Fear,8ED,NM,en,,134,FALSE,FALSE,
1,Fecundity,C13,NM,en,,145,FALSE,FALSE,
1,Feed the Cauldron,WOE,NM,en,,91,FALSE,FALSE,
1,Feed the Swarm,ZNR,NM,en,,102,FALSE,FALSE,
1,Fellwar Stone,DMC,NM,en,,182,FALSE,FALSE,
1,Ferocious Werefox,WOE,NM,en,,170,FALSE,FALSE,
1,Ferocity of the Wilds,ELD,NM,en,,123,FALSE,FALSE,
1,Ferrovore,SOM,NM,en,,88,FALSE,FALSE,
1,Fertile Ground,8ED,NM,en,,248,FALSE,FALSE,
1,Fertilid,NEC,NM,en,,116,FALSE,FALSE,
1,Festering March,FUT,NM,en,,65,FALSE,FALSE,
1,Festive Funeral,ELD,NM,en,,87,FALSE,FALSE,
1,Fieldmist Borderpost,ARB,NM,en,,5,FALSE,FALSE,
1,Fierce Witchstalker,ELD,NM,en,,154,FALSE,FALSE,
1,Filigree Fracture,CON,NM,en,,82,FALSE,FALSE,
1,Finale of Revelation,WAR,NM,en,,51,FALSE,FALSE,
1,Fire Servant,M11,NM,en,,137,FALSE,FALSE,
1,Fire-Lit Thicket,SHM,NM,en,,271,FALSE,FALSE,
1,Fireshrieker,NEC,NM,en,,151,FALSE,FALSE,
2,Flameborn Viron,NPH,NM,en,,83,FALSE,FALSE,
1,Flametongue Kavu,DMR,NM,en,,120,FALSE,FALSE,
1,Flensing Raptor,ONE,NM,en,,12,FALSE,FALSE,
2,Flesh Reaver,DMR,NM,en,,86,FALSE,FALSE,
1,Fleshless Gladiator,ONE,NM,en,,94,FALSE,FALSE,
1,Flicker of Fate,J22,NM,en,,56,FALSE,FALSE,
2,Floodgate,DMR,NM,en,,49,FALSE,FALSE,
1,Flow of Knowledge,BRO,NM,en,,49,FALSE,FALSE,
1,Flurry of Wings,ARB,NM,en,,127,FALSE,FALSE,
1,Flutterfox,ELD,NM,en,,12,FALSE,FALSE,
1,Flywheel Racer,MOM,NM,en,,259,FALSE,FALSE,
1,Fodder Tosser,MH2,NM,en,,226,FALSE,FALSE,
1,Fog of War,BRO,NM,en,,180,FALSE,FALSE,
1,Fog,ARC,NM,en,,56,FALSE,FALSE,
1,Font of Progress,ONE,NM,en,,51,FALSE,FALSE,
1,Food Coma,WOE,NM,en,,308,FALSE,FALSE,
1,Foray of Orcs,LTR,NM,en,foil,417,FALSE,FALSE,
1,Forced Fruition,WOT,NM,en,,18,FALSE,FALSE,
1,Forced Worship,NPH,NM,en,,11,FALSE,FALSE,
3,Foreboding Fruit,ELD,NM,en,,88,FALSE,FALSE,
1,Foreboding Ruins,DMC,NM,en,,211,FALSE,FALSE,
25,Forest,,NM,en,,,FALSE,FALSE,
6,Forest,MBS,NM,en,,154,FALSE,FALSE,
4,Forest,MBS,NM,en,,155,FALSE,FALSE,
3,Forest,NPH,NM,en,,174,FALSE,FALSE,
3,Forest,NPH,NM,en,,175,FALSE,FALSE,
1,Forest,ALA,NM,en,,246,FALSE,FALSE,
1,Forest,SOM,NM,en,,246,FALSE,FALSE,
2,Forest,ALA,NM,en,,247,FALSE,FALSE,
2,Forest,ALA,NM,en,,248,FALSE,FALSE,
3,Forest,ALA,NM,en,,249,FALSE,FALSE,
1,Forest,ONE,NM,en,,266,FALSE,FALSE,
3,Forest,WOE,NM,en,,266,FALSE,FALSE,
1,Forest,ELD,NM,en,,268,FALSE,FALSE,
1,Forest,LTR,NM,en,,270,FALSE,FALSE,
1,Forest,SNC,NM,en,foil,270,FALSE,FALSE,
5,Forest,WOE,NM,en,,275,FALSE,FALSE,
1,Forest,MOM,NM,en,,290,FALSE,FALSE,
1,Forest,NEO,NM,en,,292,FALSE,FALSE,
8,Forest,40K,NM,en,,,FALSE,FALSE,
5,Forest,BLB,NM,en,,377,FALSE,FALSE,
4,Forest,BLB,NM,en,,378,FALSE,FALSE,
2,Forest,DMR,NM,en,,411,FALSE,FALSE,
1,Forest,ONE,NM,en,,271,FALSE,FALSE,
1,Forever Young,ELD,NM,en,,89,FALSE,FALSE,
1,Forge Anew,LTR,NM,en,,17,FALSE,FALSE,
1,Forging the Anchor,BRO,NM,en,,50,FALSE,FALSE,
1,Forgotten Ancient,NEC,NM,en,,117,FALSE,FALSE,
1,Fortifying Provisions,ELD,NM,en,,13,FALSE,FALSE,
4,Fragmentize,KLD,NM,en,,14,FALSE,FALSE,
1,Frantic Firebolt,WOE,NM,en,,130,FALSE,FALSE,
2,Frantic Search,DMR,NM,en,,51,FALSE,FALSE,
1,Freeze in Place,WOE,NM,en,,50,FALSE,FALSE,
1,Frodo Baggins,LTR,NM,en,,205,FALSE,FALSE,
2,Frolicking Familiar,WOE,NM,en,,226,FALSE,FALSE,
1,Frontier Bivouac,40K,NM,en,,281,FALSE,FALSE,
2,Frostbridge Guard,WOE,NM,en,,14,FALSE,FALSE,
1,Fuel for the Cause,MBS,NM,en,,25,FALSE,FALSE,
1,Fume Spitter,SOM,NM,en,,63,FALSE,FALSE,
1,Fungal Fortitude,LCI,NM,en,,106,FALSE,FALSE,
1,Furnace Celebration,SOM,NM,en,,90,FALSE,FALSE,
1,Furnace Gremlin,MOM,NM,en,,139,FALSE,FALSE,
1,Furnace Host Charger,MOM,NM,en,,140,FALSE,FALSE,
1,Furnace Skullbomb,ONE,NM,en,,228,FALSE,FALSE,
1,Furor of the Bitten,ISD,NM,en,,143,FALSE,FALSE,
1,Furtive Analyst,MOM,NM,en,,59,FALSE,FALSE,
1,Futurist Operative,NEO,NM,en,,53,FALSE,FALSE,
1,Futurist Sentinel,NEO,NM,en,,54,FALSE,FALSE,
1,"Fynn, the Fangbearer",MUL,NM,en,,26,FALSE,FALSE,
1,Gaea's Gift,BRO,NM,en,,182,FALSE,FALSE,
1,Gala Greeters,SNC,NM,en,,431,FALSE,FALSE,
1,Galadhrim Bow,LTR,NM,en,,167,FALSE,FALSE,
1,Galadriel's Dismissal,LTC,NM,en,,500,FALSE,FALSE,
1,Gallant Pie-Wielder,WOE,NM,en,,15,FALSE,FALSE,
1,Gallia of the Endless Dance,THB,NM,en,foil,338,FALSE,FALSE,
1,Game Trail,40K,NM,en,,282,FALSE,FALSE,
1,Game Trail,NEC,NM,en,,169,FALSE,FALSE,
1,"Gandalf, Friend of the Shire",LTR,NM,en,foil,401,FALSE,FALSE,
1,Garenbrig Paladin,ELD,NM,en,,157,FALSE,FALSE,
1,Garenbrig Squire,ELD,NM,en,,158,FALSE,FALSE,
2,Gargantuan Leech,LCI,NM,en,,107,FALSE,FALSE,
1,Gargoyle Flock,40K,NM,en,,123,FALSE,FALSE,
1,"Garna, the Bloodflame",DMC,NM,en,,151,FALSE,FALSE,
1,Garruk's Uprising,NCC,NM,en,,292,FALSE,FALSE,
2,Garruk's Uprising,WOT,NM,en,,53,FALSE,FALSE,
1,"Garruk, Cursed Huntsman",BLC,NM,en,foil,99,FALSE,FALSE,
1,Gatstaf Arsonists,SOI,NM,en,,158,FALSE,FALSE,
1,Geier Reach Sanitarium,DMC,NM,en,,213,FALSE,FALSE,
1,Generous Gift,DMC,NM,en,,100,FALSE,FALSE,
1,Genesis Hydra,NEC,NM,en,,118,FALSE,FALSE,
1,Genestealer Locus,40K,NM,en,,21,FALSE,FALSE,
1,Genestealer Patriarch,40K,NM,en,,22,FALSE,FALSE,
1,Geothermal Kami,NEO,NM,en,,186,FALSE,FALSE,
1,Gerrard's Hourglass Pendant,DMC,NM,en,,17,FALSE,FALSE,
2,Geth's Verdict,NPH,NM,en,,61,FALSE,FALSE,
1,"Geth, Thane of Contracts",ONE,NM,en,foil,95,FALSE,FALSE,
1,Ghalma's Warden,SOM,NM,en,,8,FALSE,FALSE,
1,Ghitu Lavarunner,DOM,NM,en,,127,FALSE,FALSE,
1,Ghostly Wings,SOI,NM,en,,66,FALSE,FALSE,
1,"Ghyrson Starn, Kelermorph",40K,NM,en,,124,FALSE,FALSE,
2,Giant Ankheg,CLB,NM,en,,233,FALSE,FALSE,
1,Giant Cindermaw,BRO,NM,en,,136,FALSE,FALSE,
1,Giant Growth,BRO,NM,en,,183,FALSE,FALSE,
4,Giant Ox,KHM,NM,en,,11,FALSE,FALSE,
1,Gift of Compleation,MOM,NM,en,,106,FALSE,FALSE,
1,Gilded Goose,BLC,NM,en,,221,FALSE,FALSE,
4,Gilded Pinions,SNC,NM,en,foil,238,FALSE,FALSE,
1,Gilder Bairn,EVE,NM,en,,152,FALSE,FALSE,
2,Gimli's Fury,LTR,NM,en,,131,FALSE,FALSE,
2,Gingerbread Cabin,ELD,NM,en,,245,FALSE,FALSE,
1,Gingerbread Hunter,WOE,NM,en,,227,FALSE,FALSE,
4,Gingerbrute,WOE,NM,en,,246,FALSE,FALSE,
2,Gitaxian Raptor,ONE,NM,en,,53,FALSE,FALSE,
1,Gix's Caress,BRO,NM,en,,96,FALSE,FALSE,
1,Gixian Infiltrator,BRO,NM,en,,98,FALSE,FALSE,
4,Glacial Fortress,XLN,NM,en,,255,FALSE,FALSE,
1,Glamer Spinners,SHM,NM,en,,141,FALSE,FALSE,
4,Glass Casket,ELD,NM,en,,15,FALSE,FALSE,
1,Glass Casket,WOE,NM,en,,16,FALSE,FALSE,
1,Glassdust Hulk,ARB,NM,en,,7,FALSE,FALSE,
1,Gleeful Demolition,ONE,NM,en,,134,FALSE,FALSE,
1,Glimmerpost,SOM,NM,en,,227,FALSE,FALSE,
1,Glimpse the Core,LCI,NM,en,,186,FALSE,FALSE,
4,Glint-Nest Crane,KLD,NM,en,,50,FALSE,FALSE,
1,Glissa Sunslayer,ONE,NM,en,,202,FALSE,FALSE,
4,Glistener Elf,NPH,NM,en,,111,FALSE,FALSE,
1,Glistener Seer,ONE,NM,en,,54,FALSE,FALSE,
1,Glistening Oil,NPH,NM,en,,62,FALSE,FALSE,
1,Glorious Gale,LTR,NM,en,,51,FALSE,FALSE,
1,Gluttonous Slime,CON,NM,en,,83,FALSE,FALSE,
1,Gnaw to the Bone,ISD,NM,en,,183,FALSE,FALSE,
1,Gnawing Crescendo,WOE,NM,en,,131,FALSE,FALSE,
1,Gnottvold Hermit,MOM,NM,en,,188,FALSE,FALSE,
1,Go for the Throat,BRO,NM,en,,102,FALSE,FALSE,
1,Go-Shintai of Ancient Wars,NEO,NM,en,,144,FALSE,FALSE,
1,Goblin Balloon Brigade,M11,NM,en,,140,FALSE,FALSE,
1,Goblin Barrage,DOM,NM,en,,128,FALSE,FALSE,
2,Goblin Blast-Runner,BRO,NM,en,,137,FALSE,FALSE,
1,Goblin Firebomb,BRO,NM,en,,235,FALSE,FALSE,
1,Goblin Gaveleer,SOM,NM,en,,92,FALSE,FALSE,
1,Goblin Outlander,CON,NM,en,,109,FALSE,FALSE,
1,Goblin Razerunners,NEC,NM,en,,106,FALSE,FALSE,
2,Godtracker of Jund,ARB,NM,en,,55,FALSE,FALSE,
1,Gold Myr,SOM,NM,en,,157,FALSE,FALSE,
1,Golden Urn,SOM,NM,en,,158,FALSE,FALSE,
1,Golden-Scale Aeronaut,MOM,NM,en,,15,FALSE,FALSE,
1,Golden-Tail Disciple,NEO,NM,en,,15,FALSE,FALSE,
2,Goldwarden's Helm,ONE,NM,en,,13,FALSE,FALSE,
2,Golem's Heart,SOM,NM,en,,161,FALSE,FALSE,
1,Golgari Charm,RTR,NM,en,,164,FALSE,FALSE,
1,Golgari Rot Farm,BLC,NM,en,,308,FALSE,FALSE,
1,Golgari Signet,BLC,NM,en,,272,FALSE,FALSE,
1,Goliath Truck,40K,NM,en,,158,FALSE,FALSE,
1,Gorbag of Minas Morgul,LTR,NM,en,,86,FALSE,FALSE,
2,Gorger Wurm,ARB,NM,en,,56,FALSE,FALSE,
1,Gorgon Flail,M10,NM,en,,211,FALSE,FALSE,
1,Goring Warplow,BRO,NM,en,,120,FALSE,FALSE,
2,"Gothmog, Morgul Lieutenant",LTR,NM,en,,87,FALSE,FALSE,
1,Gourmand's Talent,BLC,NM,en,,31,FALSE,FALSE,
1,Grabby Giant,WOE,NM,en,,133,FALSE,FALSE,
1,Graceful Takedown,WOE,NM,en,,171,FALSE,FALSE,
2,Grasp of Fate,WOT,NM,en,,3,FALSE,FALSE,
1,Grasping Shadows,LCI,NM,en,,108,FALSE,FALSE,
1,Grave Consequences,JUD,NM,en,,67,FALSE,FALSE,
2,Grayscaled Gharial,RAV,NM,en,,52,FALSE,FALSE,
1,Great Hall of the Citadel,LTR,NM,en,,254,FALSE,FALSE,
1,Green Sun's Twilight,ONE,NM,en,,391,FALSE,FALSE,
1,"Greta, Sweettooth Scourge",WOE,NM,en,,205,FALSE,FALSE,
1,Griffin Aerie,WOT,NM,en,,5,FALSE,FALSE,
1,Grim Affliction,NPH,NM,en,,63,FALSE,FALSE,
1,Grim Backwoods,BLC,NM,en,,309,FALSE,FALSE,
2,Grizzled Leotau,ARB,NM,en,,69,FALSE,FALSE,
1,Grotesque Mutation,J22,NM,en,,425,FALSE,FALSE,
1,Grotesque Mutation,SOI,NM,en,,115,FALSE,FALSE,
1,Ground Seal,WOT,NM,en,,54,FALSE,FALSE,
4,Groundswell,WWK,NM,en,,104,FALSE,FALSE,
1,Grove of the Burnwillows,IMA,NM,en,,238,FALSE,FALSE,
1,Grow from the Ashes,DOM,NM,en,,164,FALSE,FALSE,
1,"Grumgully, the Generous",CLB,NM,en,,847,FALSE,FALSE,
1,"Grumgully, the Generous",NEC,NM,en,,138,FALSE,FALSE,
1,Gruul Turf,2X2,NM,en,,407,FALSE,FALSE,
1,Gruul Turf,NEC,NM,en,,170,FALSE,FALSE,
3,Gulping Scraptrap,ONE,NM,en,,96,FALSE,FALSE,
