Count,Name,Edition,Condition,Language,Foil,Collector Number,Alter,Proxy,Purchase Price
2,Titanic Growth,WOE,NM,en,,191,FALSE,FALSE,
1,Titanic Growth,WOE,NM,en,foil,191,FALSE,FALSE,
2,Toadstool Admirer,WOE,NM,en,,192,FALSE,FALSE,
1,Tocasia's Onulet,BRO,NM,en,,39,FALSE,FALSE,
1,"Tocasia, Dig Site Mentor",BRO,NM,en,foil,224,FALSE,FALSE,
1,Tolarian Scholar,DOM,NM,en,,71,FALSE,FALSE,
1,Tomakul Honor Guard,BRO,NM,en,,195,FALSE,FALSE,
1,Tome Scour,M10,NM,en,,76,FALSE,FALSE,
1,"Torbran, Thane of Red Fell",ELD,NM,en,,147,FALSE,FALSE,
1,Torch the Tower,WOE,NM,en,,153,FALSE,FALSE,
4,Tormod's Crypt,DMR,NM,en,,235,FALSE,FALSE,
2,Tormod's Cryptkeeper,MH2,NM,en,,239,FALSE,FALSE,
1,Torpor Orb,NPH,NM,en,,162,FALSE,FALSE,
1,Tortoise Formation,ALA,NM,en,,61,FALSE,FALSE,
1,"Toski, Bearer of Secrets",KHM,NM,en,,319,FALSE,FALSE,
1,"Toski, Bearer of Secrets",BLC,NM,en,,244,FALSE,FALSE,
2,"Totentanz, Swarm Piper",WOE,NM,en,,216,FALSE,FALSE,
1,Tough Cookie,WOE,NM,en,,193,FALSE,FALSE,
2,Towashi Guide-Bot,NEO,NM,en,,262,FALSE,FALSE,
1,Towashi Songshaper,NEO,NM,en,,167,FALSE,FALSE,
1,Toxic Nim,NPH,NM,en,,75,FALSE,FALSE,
1,Toxicrene,40K,NM,en,,101,FALSE,FALSE,
1,Tragic Slip,CMM,NM,en,,192,FALSE,FALSE,
1,Trail of Crumbs,ELD,NM,en,,179,FALSE,FALSE,
1,Trailblazer's Boots,ZEN,NM,en,,208,FALSE,FALSE,
1,Training Center,CMR,NM,en,,358,FALSE,FALSE,
4,Tranquil Cove,IKO,NM,en,,257,FALSE,FALSE,
1,Tranquil Thicket,BLC,NM,en,,350,FALSE,FALSE,
1,Traumatic Revelation,MOM,NM,en,,127,FALSE,FALSE,
1,Traverse the Ulvenwald,SOI,NM,en,,234,FALSE,FALSE,
1,"Traxos, Scourge of Kroog",DMC,NM,en,,195,FALSE,FALSE,
1,Treason of Isengard,LTR,NM,en,,74,FALSE,FALSE,
1,Tribute to the World Tree,MOM,NM,en,,373,FALSE,FALSE,
2,Trigon of Infestation,SOM,NM,en,,214,FALSE,FALSE,
1,Triumph of the Hordes,NPH,NM,en,,123,FALSE,FALSE,
3,Troublemaker Ouphe,WOE,NM,en,,194,FALSE,FALSE,
1,Trumpet Blast,M10,NM,en,,160,FALSE,FALSE,
1,Trygon Prime,40K,NM,en,,143,FALSE,FALSE,
3,Tuinvale Guide,WOE,NM,en,,36,FALSE,FALSE,
1,Tuinvale Treefolk,ELD,NM,en,,180,FALSE,FALSE,
1,Tukatongue Thallid,CON,NM,en,,96,FALSE,FALSE,
1,Turnabout,DMR,NM,en,,295,FALSE,FALSE,
1,Turnabout,DMR,NM,en,,70,FALSE,FALSE,
1,Twilight Mire,BLC,NM,en,,351,FALSE,FALSE,
1,Twinshot Sniper,NEO,NM,en,,168,FALSE,FALSE,
1,Twisted Embrace,NEO,NM,en,,125,FALSE,FALSE,
1,Twisted Experiment,DMR,NM,en,,104,FALSE,FALSE,
2,Twisted Sewer-Witch,WOE,NM,en,,114,FALSE,FALSE,
1,Two-Headed Hunter,WOE,NM,en,,155,FALSE,FALSE,
1,"Tymaret, Chosen from Death",MUL,NM,en,,18,FALSE,FALSE,
1,Tyranid Harridan,40K,NM,en,,144,FALSE,FALSE,
1,Tyranid Invasion,40K,NM,en,,102,FALSE,FALSE,
1,Tyranid Prime,40K,NM,en,,145,FALSE,FALSE,
1,Tyrant Guard,40K,NM,en,,103,FALSE,FALSE,
1,Tyrite Sanctum,DMC,NM,en,,240,FALSE,FALSE,
1,Tyvar's Stand,ONE,NM,en,,190,FALSE,FALSE,
1,Ugluk of the White Hand,LTR,NM,en,,235,FALSE,FALSE,
1,"Ulasht, the Hate Seed",NEC,NM,en,,143,FALSE,FALSE,
1,Unassuming Sage,WOE,NM,en,,37,FALSE,FALSE,
2,Unblinking Bleb,FUT,NM,en,,45,FALSE,FALSE,
1,Unbound Flourishing,MH1,NM,en,,189,FALSE,FALSE,
1,Unbreakable Formation,DMC,NM,en,,106,FALSE,FALSE,
1,Unburial Rites,ISD,NM,en,,122,FALSE,FALSE,
1,Uncage the Menagerie,HOU,NM,en,,137,FALSE,FALSE,
1,Unclaimed Territory,40K,NM,en,,304,FALSE,FALSE,
1,Unclaimed Territory,XLN,NM,en,,258,FALSE,FALSE,
1,Unctus's Retrofitter,ONE,NM,en,,76,FALSE,FALSE,
1,Undergrowth Stadium,CMR,NM,en,,714,FALSE,FALSE,
3,Undying Rage,DMR,NM,en,,146,FALSE,FALSE,
1,Unforgiving One,NEO,NM,en,,127,FALSE,FALSE,
1,Union of the Third Path,BRO,NM,en,,31,FALSE,FALSE,
1,Union of the Third Path,BRO,NM,en,foil,31,FALSE,FALSE,
1,Unleash Shell,BRO,NM,en,,155,FALSE,FALSE,
4,Unlicensed Hearse,SNC,NM,en,,246,FALSE,FALSE,
1,Unquenchable Fury,NEC,NM,en,,23,FALSE,FALSE,
1,Unseal the Necropolis,MOM,NM,en,,128,FALSE,FALSE,
1,Unstoppable Ogre,NEO,NM,en,,169,FALSE,FALSE,
1,Unstoppable Ogre,NEO,NM,en,foil,169,FALSE,FALSE,
1,Unsummon,CON,NM,en,,37,FALSE,FALSE,
3,Untamed Might,SOM,NM,en,,131,FALSE,FALSE,
1,Untethered Express,AER,NM,en,,179,FALSE,FALSE,
1,Urban Burgeoning,RTR,NM,en,,138,FALSE,FALSE,
1,Urborg Syphon-Mage,DMR,NM,en,,106,FALSE,FALSE,
1,Urborg Uprising,DMR,NM,en,,107,FALSE,FALSE,
1,Urgent Exorcism,ISD,NM,en,,40,FALSE,FALSE,
1,Urn of Godfire,MOM,NM,en,,266,FALSE,FALSE,
3,Urza's Rebuff,BRO,NM,en,,71,FALSE,FALSE,
1,Urza's Ruinous Blast,DMC,NM,en,,107,FALSE,FALSE,
1,"Urza, Prince of Kroog",BRO,NM,en,,226,FALSE,FALSE,
2,Usher of the Fallen,KHM,NM,en,,35,FALSE,FALSE,
1,Utopia Sprawl,SLD,NM,en,,409,FALSE,FALSE,
